origin_airport;destination_airport_icao;destination_airport_iata;destination_airport_name;destination_airport_shortName;destination_airport_municipalityName;destination_airport_location;destination_airport_countryCode;daily_flights
LEPA;;LPL;Liverpool John Lennon, Liverpool;John Lennon;Liverpool;{'lat': 53.3336, 'lon': -2.84972};GB;0.43
LEPA;;LTN;London Luton, London;Luton;London;{'lat': 51.8747, 'lon': -0.368333};GB;0.43
LEPA;;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;0.29
LEST;;LSGG;GVA;Geneva Cointrin, Geneva;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;0.86
LEST;;LFSB;BSL;Euro Basel-Mulhouse-Freiburg, Bâle/Mulhouse;Bâle/Mulhouse;{'lat': 47.5896, 'lon': 7.52991};FR;0.43
LEVC;;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;3.0
LEVC;;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;2.57
LEVC;;BER;Berlin Brandenburg, Berlin;Brandenburg;Berlin;{'lat': 52.35139, 'lon': 13.493889};DE;0.57
LEZL;;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;2.57
LEZL;;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;0.71
LFBD;LFLL;LYS;Lyon Saint-Exupéry, Lyon;Saint-Exupéry;Lyon;{'lat': 45.7264, 'lon': 5.090829};FR;4.53
LFBD;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;2.71
LFBD;LFML;MRS;Marseille Provence, Marseille;Provence;Marseille;{'lat': 43.43927, 'lon': 5.221424};FR;2.71
LFBD;LSGG;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;2.14
LFBD;GMMX;RAK;Menara, Marrakech;Menara;Marrakech;{'lat': 31.6069, 'lon': -8.036299};MA;2.14
LFBD;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;1.86
LFBD;LFMN;NCE;Nice-Côte d'Azur, Nice;Côte d'Azur;Nice;{'lat': 43.6584, 'lon': 7.215869};FR;1.86
LFBD;LFQQ;LIL;Lille-Lesquin, Lille/Lesquin;Lille-Lesquin;Lille/Lesquin;{'lat': 50.5619, 'lon': 3.08944};FR;1.43
LFBD;LPPR;OPO;Francisco de Sá Carneiro, Porto;Francisco de Sá Carneiro;Porto;{'lat': 41.2481, 'lon': -8.681389};PT;1.29
LFBD;LFSB;BSL;Euro Basel-Mulhouse-Freiburg, Bâle/Mulhouse;Euro Basel-Mulhouse-Freiburg;Bâle/Mulhouse;{'lat': 47.5896, 'lon': 7.52991};FR;0.86
LFBD;GCTS;TFS;Tenerife South, Tenerife Island;Tenerife South;Tenerife Island;{'lat': 28.0445, 'lon': -16.5725};ES;0.86
LFBD;GCRR;ACE;Lanzarote, Lanzarote Island;Lanzarote;Lanzarote Island;{'lat': 28.9455, 'lon': -13.605199};ES;0.43
LFBD;EGCC;MAN;Manchester, Manchester;Manchester;;{'lat': 53.3537, 'lon': -2.27495};GB;0.43
LFBD;EKCH;CPH;Copenhagen Kastrup, Copenhagen;Kastrup;Copenhagen;{'lat': 55.6179, 'lon': 12.656};DK;0.29
LFBD;LIMC;MXP;Malpensa, Milan;Malpensa;Milan;{'lat': 45.6306, 'lon': 8.72811};IT;0.29
LFBO;LFPO;ORY;Paris-Orly, Paris;Orly;Paris;{'lat': 48.7253, 'lon': 2.35944};FR;23.43
LFBO;LFLL;LYS;Lyon Saint-Exupéry, Lyon;Saint-Exupéry;Lyon;{'lat': 45.7264, 'lon': 5.090829};FR;4.71
LFBO;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;3.14
LFBO;LFRS;NTE;Nantes Atlantique, Nantes;Atlantique;Nantes;{'lat': 47.1532, 'lon': -1.61073};FR;2.86
LFBO;LFQQ;LIL;Lille-Lesquin, Lille/Lesquin;Lille-Lesquin;Lille/Lesquin;{'lat': 50.5619, 'lon': 3.08944};FR;2.57
LFBO;LFMN;NCE;Nice-Côte d'Azur, Nice;Côte d'Azur;Nice;{'lat': 43.6584, 'lon': 7.215869};FR;1.86
LFBO;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;1.57
LFBO;GMMX;RAK;Menara, Marrakech;Menara;Marrakech;{'lat': 31.6069, 'lon': -8.036299};MA;1.43
LFBO;LFRN;RNS;Rennes-Saint-Jacques, Rennes/Saint-Jacques;Rennes-Saint-Jacques;Rennes/Saint-Jacques;{'lat': 48.0695, 'lon': -1.734789};FR;1.43
LFBO;LPPR;OPO;Francisco de Sá Carneiro, Porto;Francisco de Sá Carneiro;Porto;{'lat': 41.2481, 'lon': -8.681389};PT;1.29
LFBO;LSGG;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;1.0
LFBO;LFSB;BSL;Euro Basel-Mulhouse-Freiburg, Bâle/Mulhouse;Euro Basel-Mulhouse-Freiburg;Bâle/Mulhouse;{'lat': 47.5896, 'lon': 7.52991};FR;0.6
LFBO;EGGD;BRS;Bristol, Bristol;Bristol;;{'lat': 51.3827, 'lon': -2.719089};GB;0.57
LFBZ;LFPG;CDG;Charles de Gaulle, Paris;Charles de Gaulle;Paris;{'lat': 49.0128, 'lon': 2.549999};FR;2.86
LFLL;LFBD;BOD;Bordeaux-Mérignac, Bordeaux/Mérignac;Bordeaux-Mérignac;Bordeaux/Mérignac;{'lat': 44.8283, 'lon': -0.715556};FR;4.86
LFLL;LFRS;NTE;Nantes Atlantique, Nantes;Atlantique;Nantes;{'lat': 47.1532, 'lon': -1.61073};FR;4.71
LFLL;LFBO;TLS;Toulouse-Blagnac, Toulouse-Blagnac;Toulouse-Blagnac;;{'lat': 43.6291, 'lon': 1.363819};FR;4.67
LFLL;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;4.14
LFLL;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;3.0
LFLL;LFRB;BES;Brest Bretagne, Brest/Guipavas;Brest Bretagne;Brest/Guipavas;{'lat': 48.4479, 'lon': -4.41854};FR;2.71
LFLL;LPPR;OPO;Francisco de Sá Carneiro, Porto;Francisco de Sá Carneiro;Porto;{'lat': 41.2481, 'lon': -8.681389};PT;2.43
LFLL;LFRN;RNS;Rennes-Saint-Jacques, Rennes/Saint-Jacques;Rennes-Saint-Jacques;Rennes/Saint-Jacques;{'lat': 48.0695, 'lon': -1.734789};FR;2.43
LFLL;LIRF;FCO;Leonardo da Vinci–Fiumicino, Rome;Leonardo da Vinci–Fiumicino;Rome;{'lat': 41.8045, 'lon': 12.2508};IT;2.14
LFLL;GMMX;RAK;Menara, Marrakech;Menara;Marrakech;{'lat': 31.6069, 'lon': -8.036299};MA;1.71
LFLL;LEBL;BCN;Barcelona, Barcelona;Barcelona;;{'lat': 41.2971, 'lon': 2.078459};ES;1.57
LFLL;EGGW;LTN;London Luton, London;Luton;London;{'lat': 51.8747, 'lon': -0.368333};GB;1.43
LFLL;LIPZ;VCE;Venice Marco Polo, Venice;Marco Polo;Venice;{'lat': 45.5053, 'lon': 12.3519};IT;1.14
LFLL;GMAD;AGA;Al Massira, Agadir;Al Massira;Agadir;{'lat': 30.325, 'lon': -9.413069};MA;0.71
LFLL;LPFR;FAO;Faro, Faro;Faro;;{'lat': 37.0144, 'lon': -7.965909};PT;0.57
LFLL;GCFV;FUE;Fuerteventura, Fuerteventura Island;Fuerteventura;Fuerteventura Island;{'lat': 28.4527, 'lon': -13.8638};ES;0.57
LFLL;EGAA;BFS;Belfast, Belfast;Belfast;;{'lat': 54.6575, 'lon': -6.215829};GB;0.43
LFLL;EGGD;BRS;Bristol, Bristol;Bristol;;{'lat': 51.3827, 'lon': -2.719089};GB;0.43
LFLL;LPMA;FNC;Madeira, Funchal;Madeira;Funchal;{'lat': 32.6979, 'lon': -16.7745};PT;0.43
LFLL;GCRR;ACE;Lanzarote, Lanzarote Island;Lanzarote;Lanzarote Island;{'lat': 28.9455, 'lon': -13.605199};ES;0.43
LFLL;EKCH;CPH;Copenhagen Kastrup, Copenhagen;Kastrup;Copenhagen;{'lat': 55.6179, 'lon': 12.656};DK;0.29
LFLL;EGCC;MAN;Manchester, Manchester;Manchester;;{'lat': 53.3537, 'lon': -2.27495};GB;0.29
LFLL;LIRN;NAP;Naples, Nápoli;Naples;Nápoli;{'lat': 40.886, 'lon': 14.2908};IT;0.29
LFLL;EGPH;EDI;Edinburgh, Edinburgh;Edinburgh;;{'lat': 55.95, 'lon': -3.372499};GB;0.14
LFLS;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;1.71
LFLS;EGGW;LTN;London Luton, London;Luton;London;{'lat': 51.8747, 'lon': -0.368333};GB;0.57
LFLS;EGGD;BRS;Bristol, Bristol;Bristol;;{'lat': 51.3827, 'lon': -2.719089};GB;0.43
LFLS;EGGP;LPL;Liverpool John Lennon, Liverpool;John Lennon;Liverpool;{'lat': 53.3336, 'lon': -2.84972};GB;0.14
LFML;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;3.43
LFML;LFBD;BOD;Bordeaux-Mérignac, Bordeaux/Mérignac;Bordeaux-Mérignac;Bordeaux/Mérignac;{'lat': 44.8283, 'lon': -0.715556};FR;2.71
LFML;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;1.0
LFML;LFSB;BSL;Euro Basel-Mulhouse-Freiburg, Bâle/Mulhouse;Euro Basel-Mulhouse-Freiburg;Bâle/Mulhouse;{'lat': 47.5896, 'lon': 7.52991};FR;0.29
LFMN;LFPO;ORY;Paris-Orly, Paris;Orly;Paris;{'lat': 48.7253, 'lon': 2.35944};FR;23.07
LFMN;LFPG;CDG;Charles de Gaulle, Paris;Charles de Gaulle;Paris;{'lat': 49.0128, 'lon': 2.549999};FR;8.29
LFMN;LSGG;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;4.14
LFMN;EHAM;AMS;Amsterdam Schiphol, Amsterdam;Schiphol;Amsterdam;{'lat': 52.3086, 'lon': 4.763889};NL;3.3
LFMN;LIRF;FCO;Leonardo da Vinci–Fiumicino, Rome;Leonardo da Vinci–Fiumicino;Rome;{'lat': 41.8045, 'lon': 12.2508};IT;3.14
LFMN;EBBR;BRU;Brussels, Brussels;Brussels;;{'lat': 50.9014, 'lon': 4.484439};BE;2.86
LFMN;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;2.57
LFMN;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;2.43
LFMN;LEBL;BCN;Barcelona, Barcelona;Barcelona;;{'lat': 41.2971, 'lon': 2.078459};ES;2.29
LFMN;LFQQ;LIL;Lille-Lesquin, Lille/Lesquin;Lille-Lesquin;Lille/Lesquin;{'lat': 50.5619, 'lon': 3.08944};FR;2.29
LFMN;LFRS;NTE;Nantes Atlantique, Nantes;Atlantique;Nantes;{'lat': 47.1532, 'lon': -1.61073};FR;2.14
LFMN;LFBD;BOD;Bordeaux-Mérignac, Bordeaux/Mérignac;Bordeaux-Mérignac;Bordeaux/Mérignac;{'lat': 44.8283, 'lon': -0.715556};FR;1.86
LFMN;LFBO;TLS;Toulouse-Blagnac, Toulouse-Blagnac;Toulouse-Blagnac;;{'lat': 43.6291, 'lon': 1.363819};FR;1.86
LFMN;LFSB;BSL;Euro Basel-Mulhouse-Freiburg, Bâle/Mulhouse;Euro Basel-Mulhouse-Freiburg;Bâle/Mulhouse;{'lat': 47.5896, 'lon': 7.52991};FR;1.57
LFMN;LIRN;NAP;Naples, Nápoli;Naples;Nápoli;{'lat': 40.886, 'lon': 14.2908};IT;1.29
LFMN;GMMX;RAK;Menara, Marrakech;Menara;Marrakech;{'lat': 31.6069, 'lon': -8.036299};MA;1.14
LFMN;EGGW;LTN;London Luton, London;Luton;London;{'lat': 51.8747, 'lon': -0.368333};GB;1.07
LFMN;LPPR;OPO;Francisco de Sá Carneiro, Porto;Francisco de Sá Carneiro;Porto;{'lat': 41.2481, 'lon': -8.681389};PT;1.0
LFMN;LFRN;RNS;Rennes-Saint-Jacques, Rennes/Saint-Jacques;Rennes-Saint-Jacques;Rennes/Saint-Jacques;{'lat': 48.0695, 'lon': -1.734789};FR;0.86
LFMN;LIPZ;VCE;Venice Marco Polo, Venice;Marco Polo;Venice;{'lat': 45.5053, 'lon': 12.3519};IT;0.57
LFMN;EDDB;BER;Berlin Brandenburg, Berlin;Brandenburg;Berlin;{'lat': 52.35139, 'lon': 13.493889};DE;0.43
LFMN;EGGD;BRS;Bristol, Bristol;Bristol;;{'lat': 51.3827, 'lon': -2.719089};GB;0.29
LFMN;EGCC;MAN;Manchester, Manchester;Manchester;;{'lat': 53.3537, 'lon': -2.27495};GB;0.29
LFMN;LLBG;TLV;Ben Gurion, Tel Aviv Yafo;Ben Gurion;Tel Aviv Yafo;{'lat': 32.0114, 'lon': 34.8867};IL;0.29
LFMN;GCTS;TFS;Tenerife South, Tenerife Island;Tenerife South;Tenerife Island;{'lat': 28.0445, 'lon': -16.5725};ES;0.14
LFMT;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;1.0
LFMT;LFSB;BSL;Euro Basel-Mulhouse-Freiburg, Bâle/Mulhouse;Euro Basel-Mulhouse-Freiburg;Bâle/Mulhouse;{'lat': 47.5896, 'lon': 7.52991};FR;0.29
LFOB;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;1.86
LFPG;LFMN;NCE;Nice-Côte d'Azur, Nice;Côte d'Azur;Nice;{'lat': 43.6584, 'lon': 7.215869};FR;9.16
LFPG;LIML;LIN;Linate, Milan;Linate;Milan;{'lat': 45.4451, 'lon': 9.27674};IT;9.14
LFPG;LIMC;MXP;Malpensa, Milan;Malpensa;Milan;{'lat': 45.6306, 'lon': 8.72811};IT;9.05
LFPG;LEBL;BCN;Barcelona, Barcelona;Barcelona;;{'lat': 41.2971, 'lon': 2.078459};ES;9.0
LFPG;EKCH;CPH;Copenhagen Kastrup, Copenhagen;Kastrup;Copenhagen;{'lat': 55.6179, 'lon': 12.656};DK;8.43
LFPG;LEMD;MAD;Adolfo Suárez Madrid–Barajas, Madrid;Adolfo Suárez –Barajas;Madrid;{'lat': 40.4936, 'lon': -3.56676};ES;8.14
LFPG;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;7.0
LFPG;EDDB;BER;Berlin Brandenburg, Berlin;Brandenburg;Berlin;{'lat': 52.35139, 'lon': 13.493889};DE;6.71
LFPG;EGCC;MAN;Manchester, Manchester;Manchester;;{'lat': 53.3537, 'lon': -2.27495};GB;6.43
LFPG;LIPZ;VCE;Venice Marco Polo, Venice;Marco Polo;Venice;{'lat': 45.5053, 'lon': 12.3519};IT;6.14
LFPG;LLBG;TLV;Ben Gurion, Tel Aviv Yafo;Ben Gurion;Tel Aviv Yafo;{'lat': 32.0114, 'lon': 34.8867};IL;4.6
LFPG;EGPH;EDI;Edinburgh, Edinburgh;Edinburgh;;{'lat': 55.95, 'lon': -3.372499};GB;4.29
LFPG;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;3.43
LFPG;LFBZ;BIQ;Biarritz-Anglet-Bayonne, Biarritz/Anglet/Bayonne;Biarritz-Anglet-Bayonne;Biarritz/Anglet/Bayonne;{'lat': 43.4684, 'lon': -1.523319};FR;3.29
LFPG;GMMX;RAK;Menara, Marrakech;Menara;Marrakech;{'lat': 31.6069, 'lon': -8.036299};MA;3.25
LFPG;LIRN;NAP;Naples, Nápoli;Naples;Nápoli;{'lat': 40.886, 'lon': 14.2908};IT;2.86
LFPG;LPPR;OPO;Francisco de Sá Carneiro, Porto;Francisco de Sá Carneiro;Porto;{'lat': 41.2481, 'lon': -8.681389};PT;2.43
LFPG;EGGW;LTN;London Luton, London;Luton;London;{'lat': 51.8747, 'lon': -0.368333};GB;2.29
LFPG;EGGD;BRS;Bristol, Bristol;Bristol;;{'lat': 51.3827, 'lon': -2.719089};GB;1.86
LFPG;EPKK;KRK;John Paul II   Kraków-Balice, Kraków;John Paul II   -Balice;Kraków;{'lat': 50.0777, 'lon': 19.7848};PL;1.57
LFPG;EGPF;GLA;Glasgow, Glasgow;Glasgow;;{'lat': 55.8719, 'lon': -4.43306};GB;1.14
LFPG;EGAA;BFS;Belfast, Belfast;Belfast;;{'lat': 54.6575, 'lon': -6.215829};GB;0.86
LFPG;EGGP;LPL;Liverpool John Lennon, Liverpool;John Lennon;Liverpool;{'lat': 53.3336, 'lon': -2.84972};GB;0.86
LFPG;LIME;BGY;Orio al Serio, Bergamo;Orio al Serio;Bergamo;{'lat': 45.6739, 'lon': 9.70417};IT;0.71
LFPG;LPFR;FAO;Faro, Faro;Faro;;{'lat': 37.0144, 'lon': -7.965909};PT;0.71
LFPG;LCLK;LCA;Larnaca, Larnarca;Larnaca;Larnarca;{'lat': 34.8751, 'lon': 33.6249};CY;0.6
LFPG;LICC;CTA;Catania-Fontanarossa, Catania;Fontanarossa;Catania;{'lat': 37.4668, 'lon': 15.066399};IT;0.57
LFPG;GCRR;ACE;Lanzarote, Lanzarote Island;Lanzarote;Lanzarote Island;{'lat': 28.9455, 'lon': -13.605199};ES;0.43
LFPG;GCTS;TFS;Tenerife South, Tenerife Island;Tenerife South;Tenerife Island;{'lat': 28.0445, 'lon': -16.5725};ES;0.43
LFPG;GCFV;FUE;Fuerteventura, Fuerteventura Island;Fuerteventura;Fuerteventura Island;{'lat': 28.4527, 'lon': -13.8638};ES;0.29
LFPG;LICJ;PMO;Falcone–Borsellino, Palermo;Falcone–Borsellino;Palermo;{'lat': 38.176, 'lon': 13.090999};IT;0.29
LFPO;LFBO;TLS;Toulouse-Blagnac, Toulouse-Blagnac;;Toulouse-Blagnac;{'lat': 43.6291, 'lon': 1.363819};FR;23.57
LFPO;LPFR;FAO;Faro, Faro;;Faro;{'lat': 37.0144, 'lon': -7.965909};PT;2.0
LFPO;EGGD;BRS;Bristol, Bristol;;Bristol;{'lat': 51.3827, 'lon': -2.719089};GB;1.6
LFPO;LIRP;PSA;Pisa, Pisa;;Pisa;{'lat': 43.6839, 'lon': 10.3927};IT;0.71
LFQQ;LFBO;TLS;Toulouse-Blagnac, Toulouse-Blagnac;;Toulouse-Blagnac;{'lat': 43.6291, 'lon': 1.363819};FR;2.57
LFRB;LFLL;LYS;Lyon Saint-Exupéry, Lyon;Saint-Exupéry;Lyon;{'lat': 45.7264, 'lon': 5.090829};FR;2.71
LFRN;LFLL;LYS;Lyon Saint-Exupéry, Lyon;Saint-Exupéry;Lyon;{'lat': 45.7264, 'lon': 5.090829};FR;2.43
LFRN;LFBO;TLS;Toulouse-Blagnac, Toulouse-Blagnac;Toulouse-Blagnac;;{'lat': 43.6291, 'lon': 1.363819};FR;1.43
LFRN;LFMN;NCE;Nice-Côte d'Azur, Nice;Côte d'Azur;Nice;{'lat': 43.6584, 'lon': 7.215869};FR;0.86
LFRN;LSGG;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;0.43
LFRN;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;0.43
LFRN;LPPR;OPO;Francisco de Sá Carneiro, Porto;Francisco de Sá Carneiro;Porto;{'lat': 41.2481, 'lon': -8.681389};PT;0.43
LFRN;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;0.29
LFRS;LFLL;LYS;Lyon Saint-Exupéry, Lyon;Saint-Exupéry;Lyon;{'lat': 45.7264, 'lon': 5.090829};FR;4.86
LFRS;LFBO;TLS;Toulouse-Blagnac, Toulouse-Blagnac;Toulouse-Blagnac;;{'lat': 43.6291, 'lon': 1.363819};FR;2.71
LFRS;GMMX;RAK;Menara, Marrakech;Menara;Marrakech;{'lat': 31.6069, 'lon': -8.036299};MA;2.0
LFRS;LFMN;NCE;Nice-Côte d'Azur, Nice;Côte d'Azur;Nice;{'lat': 43.6584, 'lon': 7.215869};FR;1.86
LFRS;LPPR;OPO;Francisco de Sá Carneiro, Porto;Francisco de Sá Carneiro;Porto;{'lat': 41.2481, 'lon': -8.681389};PT;1.3
LFRS;LSGG;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;1.29
LFRS;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;1.29
LFRS;LIRF;FCO;Leonardo da Vinci–Fiumicino, Rome;Leonardo da Vinci–Fiumicino;Rome;{'lat': 41.8045, 'lon': 12.2508};IT;1.0
LFRS;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;0.86
LFRS;GCTS;TFS;Tenerife South, Tenerife Island;Tenerife South;Tenerife Island;{'lat': 28.0445, 'lon': -16.5725};ES;0.86
LFRS;LIMC;MXP;Malpensa, Milan;Malpensa;Milan;{'lat': 45.6306, 'lon': 8.72811};IT;0.43
LFRS;LPFR;FAO;Faro, Faro;Faro;;{'lat': 37.0144, 'lon': -7.965909};PT;0.36
LFRS;LFSB;BSL;Euro Basel-Mulhouse-Freiburg, Bâle/Mulhouse;Euro Basel-Mulhouse-Freiburg;Bâle/Mulhouse;{'lat': 47.5896, 'lon': 7.52991};FR;0.14
LFSB;EHAM;AMS;Amsterdam Schiphol, Amsterdam;Schiphol;Amsterdam;{'lat': 52.3086, 'lon': 4.763889};NL;3.86
LFSB;BKPR;PRN;Priština, Prishtina;Priština;Prishtina;{'lat': 42.5728, 'lon': 21.0358};KS;3.43
LFSB;LEBL;BCN;Barcelona, Barcelona;Barcelona;;{'lat': 41.2971, 'lon': 2.078459};ES;2.29
LFSB;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;2.14
